"proposition","source"
"Créer un fonds en faveur des investissements touristiques des communes souhaitant développer des équipements favorisant le développement touristique (création et aménagement de zones d’activités à vocation touristique…)","http://www.nda-2017.fr/theme/outre-mer"
"Doter la marine nationale des moyens nécessaires à la surveillance des zones économiques exclusives et à l’arraisonnement des pirates","http://www.nda-2017.fr/theme/outre-mer"
"Engager un programme national de recherche-développement publique visant à identifier les gisements de création de richesse à partir de la biodiversité marine et à définir des objectifs et des plans de valorisation public-privé","http://www.nda-2017.fr/theme/outre-mer"
"Renforcer le contrôle aux frontières, notamment en Guyane et à Mayotte, en vue d’améliorer la lutte contre l’immigration illégale et les trafics de stupéfiant","http://www.nda-2017.fr/theme/outre-mer"
"Obtenir la reconnaissance par les Comores de la souveraineté française sur Mayotte et la participation de Mayotte aux instances de la Commission de l’océan Indien (COI)","http://www.nda-2017.fr/theme/outre-mer"
"Définir et déployer en partenariat avec les pays limitrophes des programmes de protection et de prévention des fléaux sanitaires (un par bassin)","http://www.nda-2017.fr/theme/outre-mer"
"Définir et déployer en partenariat avec les pays limitrophes des programmes de développement et de valorisation de la Francophonie (un par bassin)","http://www.nda-2017.fr/theme/outre-mer"
"Définir et déployer en partenariat avec les pays limitrophes des programmes de protection et de valorisation mutuelle des ressources halieutiques et de la biodiversité marine (un par bassin)","http://www.nda-2017.fr/theme/outre-mer"
"Créer dans chaque département et collectivité d’outre-mer une agence coordonnant et mutualisant les initiatives de l’Etat et des collectivités territoriales","http://www.nda-2017.fr/theme/outre-mer"
"Augmenter le numerus clausus de médecins d’1/3 et atteindre 10 000 praticiens par ans afin de retrouver à moyen terme un nombre de médecins diplômés en France suffisants sur l’ensemble du territoire.","http://www.nda-2017.fr/theme/sante"
"Mettre en place des systèmes d’agrément stricts pour les médecins étrangers souhaitant s’installer en France et renforcer les contrôles des équivalences pour s’assurer des compétences des praticiens.","http://www.nda-2017.fr/theme/sante"
"Permettre aux médecins s’établissant dans les déserts médicaux de toucher plus de revenus (Via des diminutions de cotisations d'Urssaf).","http://www.nda-2017.fr/theme/sante"
"Remettre de l’ordre dans l’implantation des maisons de santé afin de s’assurer qu’elles couvrent correctement le territoire et ne créent pas de nouveaux déséquilibres.","http://www.nda-2017.fr/theme/sante"
"Organiser et systématiser des consultations avancées de généralistes et spécialistes venant des zones bien dotées vers des zones sous-médicalisées, par exemple une fois par semaine, avec frais de fonctionnement et transport, pris en charge.  *","http://www.nda-2017.fr/theme/sante"
"Permettre les délégations de compétences afin que les médecins puissent embaucher des collaborateurs et être les pivots d’équipes médicales.","http://www.nda-2017.fr/theme/sante"
"Rétablir à l’hôpital public une gouvernance paritaire entre les directions et les équipes soignantes, avec déconcentration de la gestion permettant l’encouragement collectif et individuel à l’effort.","http://www.nda-2017.fr/theme/sante"
"Revoir à la hausse tous les tarifs de remboursements des actes les plus lourds.","http://www.nda-2017.fr/theme/sante"
"Mettre en place un modèle de santé préventif s’appuyant sur les nouvelles technologies et les nouveaux outils de dépistage qui permettra de diminuer les dépenses de sécurité sociale et accompagner :","http://www.nda-2017.fr/theme/sante"
"Rembourser à chaque Français âgé de plus de 40 ans un bilan de santé régulier.","http://www.nda-2017.fr/theme/sante"
"Dispenser des cours de santé/bien être au collège et sensibiliser aux méfaits de la malbouffe, notamment auprès des populations les plus vulnérables.","http://www.nda-2017.fr/theme/sante"
"Lancer des campagnes de prévention claires qui informent les Français des dangers en matière alimentaire (lutte contre l’obésité…), en matière de médicamentation (renforcer notamment la pharmacovigilance), dans les gestes de tous les jours *","http://www.nda-2017.fr/theme/sante"
"Promouvoir le principe de quali-sécurité afin d’élever le niveau des productions européennes vers ce qui se fait de mieux, et non de tout tirer vers le bas.","http://www.nda-2017.fr/theme/sante"
"Lutter efficacement contre les zones atypiques où les antennes relais émettent des ondes électromagnétiques bien supérieures à la moyenne en permettant aux maires ou aux citoyens d'exercer un contrôle accru sur toute nouvelle implantation *","http://www.nda-2017.fr/theme/sante"
"Interdire l'implantation d’antennes-relais à proximité immédiate des lieux hébergeant des personnes fragiles, notamment les écoles.","http://www.nda-2017.fr/theme/sante"
"Créer des comités d’experts indépendants pour conseiller au gouvernement les mesures à prendre vis-à-vis des ondes électromagnétiques des téléphones portables et développer plus intensément la prévention par l'usage des kits mains libres.","http://www.nda-2017.fr/theme/sante"
"Donner la liberté de choix vaccinale entre le DT-Polio et l’Hexavalent (et relancer d’urgence la fabrication du vaccin DT-Polio).","http://www.nda-2017.fr/theme/sante"
"Développer les structures de soins palliatifs, dans le sens premier de ce terme, c’est-à-dire des services de soutien, formés à la prise en charge de la douleur et des besoins des malades, tout au long de leur maladie.","http://www.nda-2017.fr/theme/sante"
"Préserver la médecine scolaire et revaloriser de 15% le salaire de médecin scolaire.","http://www.nda-2017.fr/theme/sante"
"Relancer la recherche médicale publique et doubler les subventions à L’INSERM (613 millions d’€ en 2014) afin de soigner les maladies jugées financièrement non rentables par les laboratoires et favoriser la synergie entre les laboratoires publics/privés *","http://www.nda-2017.fr/theme/sante"
"Soutenir la recherche sur les cancers de l’enfant.","http://www.nda-2017.fr/theme/sante"
"Réunir des Etats généraux de la santé avec tous les professionnels concernés pour bâtir un régime de Sécurité sociale unique (supprimer le RSI ainsi que l’affiliation obligatoire à une mutuelle d’entreprise pour les salariés).","http://www.nda-2017.fr/theme/sante"
"Améliorer le remboursement des soins dentaires de base et assurer un taux de prise en charge de la sécurité sociale de 100% pour les prothèses dentaires (et non de 70%) *","http://www.nda-2017.fr/theme/sante"
"Rembourser à 100% d’une paire de lunettes tous les 4 ans sur un panel des montures et de verres négociés avec les professionnels de santé et les industriels. *","http://www.nda-2017.fr/theme/sante"
"Rembourser le montant d’une prothèse auditive tous les 5 ans (sauf diminution importante de l’ouïe) en définissant des prestations standard à coût fixe, négociés avec les professionnels de santé et les industriels.","http://www.nda-2017.fr/theme/sante"
"Elargir les conditions d’accès à la CMU pour les plus de 65 ans afin que les plus anciens ne soient pas abandonnés faute de soins.","http://www.nda-2017.fr/theme/sante"
"Remettre de l’ordre dans le système de santé et diminuer les dépenses de fonctionnement via des fusions d’agences et de directions.","http://www.nda-2017.fr/theme/sante"
"Supprimer l’aide médicale d’État (AME) et la remplacer par une aide médicale exceptionnelle et provisoire qui ne concernerait que les urgences sanitaires et les maladies contagieuses.","http://www.nda-2017.fr/theme/sante"
"Conditionner l’accès aux aides sociales à la volonté d’insertion dans la société et instaurer un délai de carence de 5 ans pour l’aide au logement, la protection médicale universelle (ex-CMU) et le RSA.","http://www.nda-2017.fr/theme/sante"
"Mettre fin à l’obligation de tiers-payant généralisé et revenir à la situation d’avant la réforme Touraine pour alléger le travail du médecin et lui redonner la pleine maîtrise de ses revenus.","http://www.nda-2017.fr/theme/sante"
"Revaloriser à 35 € le montant de la consultation médicale pour les généralistes. En échange, il sera demandé aux professionnels de santé de s’impliquer davantage dans la prévention, le dépistage, les soins primaires surtout dès le plus jeune âge.","http://www.nda-2017.fr/theme/sante"
"Fixer une progression raisonnable de l’ONDAM (environ 2,5%) capable d’absorber les nouveaux besoins au regard du vieillissement de la population","http://www.nda-2017.fr/theme/sante"
"Simplifier et dématérialiser l’ensemble des tâches administratives des médecins","http://www.nda-2017.fr/theme/sante"
"Renforcer les moyens de sécurité mis à disposition des hôpitaux et des maisons de santé ce qui permettra de réduire l’absentéisme lié à des situations de stress dues aux agressions physiques ou verbales.","http://www.nda-2017.fr/theme/sante"
"Accroître la prise en compte de la pénibilité du travail du personnel hospitalier (infirmières, aides-soignantes, brancardiers…) par la création de primes spécifiques.","http://www.nda-2017.fr/theme/sante"
"Améliorer la couverture sociale des praticiens de santé féminins en congé maternité et permettre une couverture sociale des accidents de travail des professionnels libéraux.","http://www.nda-2017.fr/theme/sante"
"Refuser le choix du gouvernement de privilégier la prise en charge des patients par des structures excluant les libéraux et ne respectant pas le libre choix du patient de son praticien (SSIAD, HAD).","http://www.nda-2017.fr/theme/sante"
"Augmenter les effectifs des aides-soignants et des aides médicaux psychologiques en EHPAD de manière à assurer la qualité et la sécurité des patients dans les soins d'hygiène et dans l'accompagnement des actes de la vie quotidienne.","http://www.nda-2017.fr/theme/sante"
"Revoir l’organisation de l’hôpital public.","http://www.nda-2017.fr/theme/sante"
"Défendre l’hospitalisation privée car la diversité des établissements de soins est une richesse et stimule l’innovation et le dynamisme. Comme pour toutes les PME, je veux qu’on divise par deux les impôts et taxes sur les bénéfices réinvestis en France.","http://www.nda-2017.fr/theme/sante"
"Amplifier la création de nouveaux métiers de la santé, reconnus par des diplômes, qui soulage la surcharge de travail des médecins, et qui permette des évolutions de carrière pour les secrétaires médicales, les infirmières *","http://www.nda-2017.fr/theme/sante"
"Affirmer la volonté de soustraire la santé à la prédation des intérêts privés.","http://www.nda-2017.fr/theme/sante"
"Instaurer des critères sur la constitution des prix des médicaments afin de rendre le processus plus transparent.","http://www.nda-2017.fr/theme/sante"
"Passer en revue l’ensemble du portefeuille de médicaments pour supprimer le remboursement de tous les médicaments aux bénéfices douteux ou inexistants et développer la prescription des médicaments génériques. *","http://www.nda-2017.fr/theme/sante"
"Assurer la mise sur le marché au prix européen des médicaments reconnus innovants.","http://www.nda-2017.fr/theme/sante"
"Relocaliser la production de médicaments stratégiques en France en imposant la production en France d’au moins 50% du volume consommé pour tout médicament dont les remboursements annuels dépassent les 20 M€.","http://www.nda-2017.fr/theme/sante"
"Veiller à ce que la formation des étudiants en médecine soit indépendante des lobbies.","http://www.nda-2017.fr/theme/sante"
"Autoriser les actions de groupe en justice sans avoir à passer par le filtre d’une association « autorisée ».","http://www.nda-2017.fr/theme/sante"
"Désindexer le revenu des pharmaciens du prix des médicaments en établissant un système d’honoraire à la ligne de prescription quelque soit le médicament prescrit.","http://www.nda-2017.fr/theme/sante"
"Evoluer vers un système de remboursement basé sur l’efficacité individuelle, mesurée, pour chaque médicament","http://www.nda-2017.fr/theme/sante"
"La mise en place d’une « OPEP » des denrées agricoles :","http://www.nda-2017.fr/theme/partenariat-france-afrique"
"Soutenir le développement des marchés communs existants (UEMOA, CEMAC)","http://www.nda-2017.fr/theme/partenariat-france-afrique"
"Un nouveau « Plan Marshall » visant, sous l’égide de la FAO, à aider massivement les investissements agricoles dans les pays en développement.","http://www.nda-2017.fr/theme/partenariat-france-afrique"
"Permettre l’échangeabilité entre le franc CFA d’Afrique centrale et celui d’Afrique occidentale tout en maintenant la garantie par le Trésor français, gage de confiance et de stabilité, et changer le nom du franc CFA.","http://www.nda-2017.fr/theme/partenariat-france-afrique"
"Favoriser l’électrification du continent africain, qui est l’une des principales conditions de son développement économique.","http://www.nda-2017.fr/theme/partenariat-france-afrique"
"Il importe aussi d’apporter notre aide au développement de la « grande muraille verte ».","http://www.nda-2017.fr/theme/partenariat-france-afrique"
"Les projets de développement agricole doivent favoriser les coopérations Sud-Sud.","http://www.nda-2017.fr/theme/partenariat-france-afrique"
"Mettre en place un droit à la formation suite à un congé parental pour faciliter les évolutions professionnelles","http://www.nda-2017.fr/theme/famille"
"Augmenter de 20% le nombre de places en crèche (250 000 places)","http://www.nda-2017.fr/theme/famille"
"Inciter les grandes entreprises de biens de consommation à mettre en place, par le biais de déductions fiscales, des cartes familles nombreuses (à l’image de celle de la SNCF)","http://www.nda-2017.fr/theme/famille"
"Renforcer le télétravail et mailler le territoire d‘espaces d’accueil des télétravailleurs","http://www.nda-2017.fr/theme/famille"
"Revenir sur la double baisse du plafonnement du quotient familial et rétablir le plafond à 2 336€. Coût estimé : 1 milliard d’€","http://www.nda-2017.fr/theme/famille"
"Revenir sur le décalage de la prime de naissance du septième mois de grossesse au deuxième mois après la naissance","http://www.nda-2017.fr/theme/famille"
"Rétablir la réduction du prix de la cantine pour les familles de 3 enfants et plus","http://www.nda-2017.fr/theme/famille"
"Rétablir la 1/2 part fiscale pour les veuves et s’opposer à toutes réformes allant dans le sens d’une diminution des pensions de réversion. Coût estimé : 1 milliard d’€","http://www.nda-2017.fr/theme/famille"
"Permettre aux mères et aux pères de plus de 3 enfants ayant élevé leurs enfants jusqu’à leur majorité de partir à la retraite de manière anticipée selon un système à la carte. C’est une mesure de justice et de soutien de la natalité","http://www.nda-2017.fr/theme/famille"
"Garantir la filiation biologique père/mère et renforcer l’interdiction pénale de la GPA (Gestation pour autrui)","http://www.nda-2017.fr/theme/famille"
"Abroger la circulaire Taubira sur la nationalité des enfants nés de GPA à l’étranger","http://www.nda-2017.fr/theme/famille"
"Réaffirmer et renforcer la neutralité idéologique des manuels scolaires","http://www.nda-2017.fr/theme/famille"
"Lancer un plan de lutte contre les addictions (tabagisme, drogue…)","http://www.nda-2017.fr/theme/famille"
"Lutter contre l’accès des mineurs à la pornographie","http://www.nda-2017.fr/theme/famille"
"Appliquer l’ensemble des mesures de notre projet retraite","http://www.nda-2017.fr/theme/famille"
"Lancer un grand plan Alzheimer, fer de lance de nos coopérations européennes (voir projet Europe)","http://www.nda-2017.fr/theme/famille"
"Doubler le nombre d’unités de soins palliatifs (USP) afin d’améliorer la prise en charge de la douleur et des besoins des malades, tout au long de leur maladie","http://www.nda-2017.fr/theme/famille"
"Mettre en place des lits de soins palliatifs dans les EHPAD avec présence permanente d’une infirmière dans l’établissement","http://www.nda-2017.fr/theme/famille"
"Mettre en place des formations pour les aidants qui pourront être prises dans le cadre du Congé individuel de Formation (CIF) ou du compte formation professionnel (CFP)","http://www.nda-2017.fr/theme/famille"
"Agir pour que les compétences qu’acquièrent les aidants en s’occupant d’un proche puissent faire l’objet d’une validation pour être reconnues dans le monde professionnel","http://www.nda-2017.fr/theme/famille"
"Offrir un passage du permis de conduire dans le cadre d’un service national","http://www.nda-2017.fr/theme/famille"
"Plafonner les frais de scolarité et multiplier les logements étudiants","http://www.nda-2017.fr/theme/famille"
"Améliorer l’orientation des élèves en présentant les métiers deux heures par mois à partir de la quatrième","http://www.nda-2017.fr/theme/famille"
"Exonérer de cotisations les emplois étudiants","http://www.nda-2017.fr/theme/famille"
"Maintenir l'âge minimum de départ à la retraite et la durée de cotisations aux niveaux actuels.","http://www.nda-2017.fr/theme/retraites"
"Financer le système en augmentant le nombre de cotisants : une politique familiale ambitieuse. (cf programme famille)","http://www.nda-2017.fr/theme/retraites"
"Financer le système en augmentant le nombre de cotisants : créer 2 million d’emploi (cf. programme économie)","http://www.nda-2017.fr/theme/retraites"
"Lutter contre la concurrence déloyale des travailleurs détachés : quand on travaille en France, on cotise en France","http://www.nda-2017.fr/theme/retraites"
"Indexer les retraites à minima sur l’inflation pour augmenter les retraites chaque année de manière juste : les retraités ne doivent plus perdre de pouvoir d’achat","http://www.nda-2017.fr/theme/retraites"
"Réaffecter 8 milliards de contribution nette au budget de l’Union Européenne au financement des petites retraites soit une augmentation de 100 € par mois pour les 6 millions de retraités touchant les pensions les plus modestes.","http://www.nda-2017.fr/theme/retraites"
"Valider plus souplement des trimestres de cotisation vieillesse pour les femmes d’artisans, de commerçants et d’agriculteurs qui ont œuvré à l’activité de leur conjoint.","http://www.nda-2017.fr/theme/retraites"
"Rétablir complètement la 1/2 part fiscale pour les veuves et s’opposer à toutes réformes allant dans le sens d’une diminution des pensions de réversion.","http://www.nda-2017.fr/theme/retraites"
"Moderniser notre système de retraites en instaurant un unique organisme pour tous et un système unique à points pour les nouveaux cotisants","http://www.nda-2017.fr/theme/retraites"
"Mieux prendre en compte la pénibilité du travail pour tous les travailleurs du privé et du public ainsi que les situations de handicap. *","http://www.nda-2017.fr/theme/retraites"
"Exonérer les successions en ligne directe à hauteur de 500 000 € par part et faciliter la transmission d’entreprises en les exonérant de droits de succession et de donation sur 90% de leur valeur (75% aujourd’hui). *","http://www.nda-2017.fr/theme/retraites"
"Mettre fin aux abus liés à l’ASPA pour les étrangers en situation régulière *","http://www.nda-2017.fr/theme/retraites"
"Assurer la pérennisation des acquis sociaux. Appliquer la réforme progressivement à l’instar de ce qu’a fait l’Italie, qui a commencé à appliquer sa réforme pour la nouvelle génération qui entre sur le marché du travail.","http://www.nda-2017.fr/theme/retraites"
"Proposer un passage de permis de conduire à chaque jeune lors d’un service civique de 3 mois.","http://www.nda-2017.fr/theme/transport-automibilistes"
"Stopper les hausses des péages : renationalisation des autoroutes (qui réalisent des bénéfices de 2 milliards d’€ par an) et rachat au prix de vente de 2005 (plus le coût des investissements réalisés moins les bénéfices reçus). *","http://www.nda-2017.fr/theme/transport-automibilistes"
"Instaurer le sursis dans le permis à points : créer une franchise d'infraction pour les excès de vitesse inférieurs à 10 km par heure : le point est retiré seulement si une deuxième infraction est constatée dans le trimestre suivant la première infraction","http://www.nda-2017.fr/theme/transport-automibilistes"
"Lutter contre les bouchons provoqués par les camions en transit : Interdire totalement la circulation des poids lourds sur les autoroutes de 7h à 22h les jours de grandes affluences (départ et retour de vacances/week-ends prolongés)","http://www.nda-2017.fr/theme/transport-automibilistes"
"Stopper le matraquage fiscal : supprimer la taxe sur les véhicules de société pour les véhicules produits en France","http://www.nda-2017.fr/theme/transport-automibilistes"
"Stopper la piétonisation des voies sur berge à Paris, mesure idéologique qui augmente la pollution en créant plus de bouchons.","http://www.nda-2017.fr/theme/transport-automibilistes"
"Accélérer la mise en place des tests anti-pollution en conditions réelles.","http://www.nda-2017.fr/theme/transport-automibilistes"
"Remplacer les 10 millions de véhicules les plus énergivores en 10 ans par le biais d’un nouveau bonus-malus favorable aux véhicules électriques et peu polluants.","http://www.nda-2017.fr/theme/transport-automibilistes"
"Accélérer la mise en place de bornes de recharge rapide pour les voitures électriques et établir un objectif d’une borne de recharge pour les 11 000 stations-service à la fin du quinquennat","http://www.nda-2017.fr/theme/transport-automibilistes"
"Poursuivre le développement des réseaux de transport en commun en encourageant les intercommunalités à privilégier les transports propres (GNL, électriques, etc.).","http://www.nda-2017.fr/theme/transport-automibilistes"
"Mettre les technologies numériques au service d’une meilleure gestion du trafic (analyse des pics de circulation, fluidification du trafic à l’aide d’informations sur la circulation, gestion des feux tricolores, etc.).","http://www.nda-2017.fr/theme/transport-automibilistes"
"Développer le ferroutage","http://www.nda-2017.fr/theme/transport-automibilistes"
"Investir dans les routes solaires (le groupe français Colas développe 1er tronçon de chaussée au monde. A l’heure actuelle, les coûts demeurent élevés mais les bonds technologiques pourraient permettre une baisse spectaculaire du prix de cette énergie).","http://www.nda-2017.fr/theme/transport-automibilistes"
"Investir dans les véhicules autonomes qui permettront d’améliorer la sécurité et le confort des automobilistes.","http://www.nda-2017.fr/theme/transport-automibilistes"
"Rendre le prix de la carte grise déductible des impôts pour les véhicules fabriqués en France.","http://www.nda-2017.fr/theme/transport-automibilistes"
"Informer les acheteurs de la part du fabriqué en France des automobiles.","http://www.nda-2017.fr/theme/transport-automibilistes"
"Former les futurs ingénieurs et chercheurs à la question du brevet (brevetabilité d’un sujet, savoir rédiger un brevet, connaître les étapes pour le déposer).","http://www.nda-2017.fr/theme/science-souvrainete-industrielle"
"Valoriser et motiver au sein des laboratoires et entreprises les chercheurs et ingénieurs déposant des brevets de qualité par le versement de royalties sur leur exploitation industrielle.","http://www.nda-2017.fr/theme/science-souvrainete-industrielle"
"Autofinancer partiellement la recherche par un circuit de transfert technologique de brevets de qualité vers des start-ups prêtes à les mettre en application avec versement de royalties à l’exploitation.","http://www.nda-2017.fr/theme/science-souvrainete-industrielle"
"Protéger les brevets qui ont été subventionnés par le CIR, par des subventions ou allocations","http://www.nda-2017.fr/theme/science-souvrainete-industrielle"
